Ref_Date,GEOGRAPHY,CUTOFFBASE,STATISTICS,LICOPERSONS,Value
1976,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,12.2
1977,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,11.6
1978,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,9.4
1979,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,11.7
1980,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,7.5
1981,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.5
1982,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.1
1983,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,9.9
1984,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,12.7
1985,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,12.8
1986,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,14.3
1987,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.5
1988,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,11.7
1989,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.9
1990,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,12.5
1991,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,13.9
1992,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,13.6
1993,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,13.8
1994,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,12.7
1995,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,12.8
1996,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,11.7
1997,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,9.8
1998,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.0
1999,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,9.6
2000,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.3
2001,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,8.9
2002,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,8.1
2003,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,9.6
2004,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,9.9
2005,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.7
2006,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,10.5
2007,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,7.6
2008,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,6.8
2009,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,6.3
2010,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,6.0
2011,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Males,5.4
1976,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,15.7
1977,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,15.1
1978,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,11.8
1979,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,14.9
1980,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,12.7
1981,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,13.8
1982,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,11.9
1983,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,14.3
1984,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,14.9
1985,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,13.8
1986,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,16.3
1987,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,12.6
1988,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,12.3
1989,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,12.7
1990,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,13.9
1991,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,15.0
1992,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,14.9
1993,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,15.8
1994,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,14.6
1995,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,15.6
1996,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,14.3
1997,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,12.3
1998,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,12.1
1999,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,10.7
2000,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,11.5
2001,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,10.4
2002,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,9.2
2003,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,10.0
2004,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,10.3
2005,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,10.8
2006,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,10.9
2007,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,8.5
2008,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,7.8
2009,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,7.8
2010,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,6.8
2011,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Females,5.1
1976,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,10.2
1977,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,10.3
1978,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,7.4
1979,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,10.4
1980,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,6.8
1981,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,9.7
1982,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,8.5
1983,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,9.2
1984,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,12.0
1985,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,11.1
1986,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,13.5
1987,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,9.4
1988,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,10.3
1989,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,9.9
1990,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,11.6
1991,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,12.2
1992,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,12.1
1993,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,12.7
1994,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,11.6
1995,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,12.4
1996,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,10.7
1997,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,8.7
1998,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,7.8
1999,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,7.3
2000,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,8.3
2001,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,6.8
2002,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,5.8
2003,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,7.4
2004,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,7.1
2005,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,8.0
2006,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,8.1
2007,Saskatchewan,"Low income cut-offs after tax, 1992 base",Percentage of persons in low income,Persons in economic families,5.5
